,index,Website,食譜名稱,圖片連結,點擊次數,烹飪時間,按讚數,食材種類,烹飪步驟,url
669,26201,楊桃,黑胡椒雞片捲,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn03-021a_1.jpg,,,0,16,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-0735
670,26204,楊桃,鮮魚洋蔥水管麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk89-038b_1.jpg,,,0,12,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-486
671,26232,楊桃,綠茶海鮮總匯披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/whk38-099_1.jpg,,,0,16,8,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-546
672,26259,楊桃,三色披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/bk28-043_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-206
673,26269,楊桃,肉醬披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/can-re21_1.jpg,,,0,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-067
674,26324,楊桃,清爽風味麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk31-097_1.jpg,,,0,15,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-405
675,26347,楊桃,玉米風味麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk31-108_1.jpg,,,0,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-419
676,26424,楊桃,夏威夷披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-035
677,26442,楊桃,涼拌雞絲(1),https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-408
678,26457,楊桃,水乳交融,https://d3l76hx23vw40a.cloudfront.net/recipe/whk28-071a_1.jpg,,,0,7,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-331
679,26461,楊桃,鮮蔬奶油蛤蠣義大利圓麵,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B02-109
680,26465,楊桃,洋蔥鮭魚蛋捲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk095-047a_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1850
681,26485,楊桃,鳳梨蘑菇烤蝦,https://d3l76hx23vw40a.cloudfront.net/recipe/whk110-053_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-1200
682,26522,楊桃,香草雞肉蛋捲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk095-045b_1.jpg,,,0,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-2268
683,26565,楊桃,茄汁焗烤豬排,https://d3l76hx23vw40a.cloudfront.net/recipe/whk085-047a_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3364
684,26573,楊桃,黑胡椒雞排(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk108-066a_1.jpg,,,0,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-2460
685,26594,楊桃,英式雞肉串,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,14,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-350
686,26620,楊桃,總匯蛋捲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk095-047c_1.jpg,,,0,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0941
687,26635,楊桃,田園蔬菜蛋派,https://d3l76hx23vw40a.cloudfront.net/recipe/whk089-075a_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0904
688,26640,楊桃,什錦蔬菜蛋捲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk095-046b_1.jpg,,,0,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0938
689,26665,楊桃,火腿起司蛋,https://d3l76hx23vw40a.cloudfront.net/recipe/whk109-095_1.jpg,,,0,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-1040
690,26699,楊桃,焗烤時蔬魚排,https://d3l76hx23vw40a.cloudfront.net/recipe/whk111-005a_1.jpg,,,0,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1908
691,26710,楊桃,番茄香料烤雞排,https://d3l76hx23vw40a.cloudfront.net/recipe/whk107-056_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-2447
692,26791,楊桃,茄醬香腸起司焗飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk110-069b_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3591
693,26851,楊桃,彩椒烤魚片,https://d3l76hx23vw40a.cloudfront.net/recipe/whk107-057_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1940
694,27124,楊桃,天丼(3),https://d3l76hx23vw40a.cloudfront.net/recipe/ck48-014_1.jpg,,,0,11,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0300
695,27127,楊桃,燒鳥丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck48-022_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-0668
696,27154,楊桃,天婦羅定食,https://d3l76hx23vw40a.cloudfront.net/recipe/bk154-015b_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0568
697,27206,楊桃,洋蔥豬肉燴飯(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk114-044a_1.jpg,,,0,19,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3756
698,27242,楊桃,糖醋魚排,https://d3l76hx23vw40a.cloudfront.net/recipe/whk098-034a_1.jpg,,,0,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1802
699,27316,楊桃,燒肉井,https://d3l76hx23vw40a.cloudfront.net/recipe/whk104-005a_1.jpg,,,0,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3403
700,27336,楊桃,咖哩鮮蝦煲飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk105-062a_1.jpg,,,0,17,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-1209
701,27440,楊桃,咖哩鰻魚,https://d3l76hx23vw40a.cloudfront.net/recipe/hq11-030b_1.jpg,,,0,22,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-405
702,27445,楊桃,宮保什錦丸,https://d3l76hx23vw40a.cloudfront.net/recipe/kibun-078_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-155
703,27449,楊桃,五柳肚檔,https://d3l76hx23vw40a.cloudfront.net/recipe/bk90-037_1.jpg,,,0,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-513
704,27476,楊桃,沙嗲揚丸,https://d3l76hx23vw40a.cloudfront.net/recipe/kibun-063_1.jpg,,,0,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-144
705,27508,楊桃,雲海金龍,https://d3l76hx23vw40a.cloudfront.net/recipe/pm-re028_1.jpg,,,0,24,9,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-059
706,27513,楊桃,糖醋魚(13),https://d3l76hx23vw40a.cloudfront.net/recipe/whk089-099b_1.jpg,,,0,17,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1844
707,27530,楊桃,彩椒雪白鮭魚沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk102-056a_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1863
708,27595,楊桃,泰式酸辣魚片(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk097-038b_1.jpg,,,0,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1873
