,index,Website,食譜名稱,圖片連結,點擊次數,烹飪時間,按讚數,食材種類,烹飪步驟,url,營養資訊
656,21390,楊桃,咖哩牛肉燉飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk104-073a_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1226,
657,21391,楊桃,香辣肥牛煲飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk105-063_1.jpg,,,0,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1237,
658,21396,楊桃,泰式牛肉拌飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk103-106a_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1282,
659,21399,楊桃,腐乳拌牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk091-085a_1.jpg,,,0,4,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1181,
660,21400,楊桃,柚子醬烤牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk123-093_1.jpg,,,0,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1309,
661,21402,楊桃,咖哩牛肉烏龍麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk115-041_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1289,
662,21404,楊桃,日式涮涮鍋(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk111-048a_1.jpg,,,0,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1239,
663,21405,楊桃,蠔油牛肉(13),https://d3l76hx23vw40a.cloudfront.net/recipe/whk122-088a_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1299,
664,21406,楊桃,牛肉湯河粉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk107-054_1.jpg,,,0,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1270,
665,21407,楊桃,芝麻牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk109-040b_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1286,
666,21408,楊桃,香根牛肉絲(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk109-041a_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1287,
667,21409,楊桃,牛肉片拌鷹嘴豆,https://d3l76hx23vw40a.cloudfront.net/recipe/whk097-098_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1222,
668,21410,楊桃,咖哩牛肉湯麵(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk097-042a_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1221,
669,21411,楊桃,蘆筍骰子牛丼,https://d3l76hx23vw40a.cloudfront.net/recipe/whk116-078b_1.jpg,,,0,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1294,
670,21412,楊桃,番茄牛肉燉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk122-023b_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1298,
671,21414,楊桃,番茄牛肉燉飯(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk124-109b_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1317,
672,21415,楊桃,粉蒸牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk123-040b_1.jpg,,,0,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1255,
673,21418,楊桃,辣味壽喜鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/whk116-086b_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1295,
674,21419,楊桃,青蔥骰子牛丼,https://d3l76hx23vw40a.cloudfront.net/recipe/whk116-078a_1.jpg,,,0,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1293,
675,21421,楊桃,咖哩牛肉粉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk107-055b_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1271,
676,21422,楊桃,白灼牛肉(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk124-041_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1259,
677,21425,楊桃,芒果牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/whk097-026a_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1218,
678,21432,楊桃,蔬果拌牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/whk116-055a_1.jpg,,,0,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1291,
679,21433,楊桃,黑椒牛肉飯糰,https://d3l76hx23vw40a.cloudfront.net/recipe/whk107-102_1.jpg,,,0,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1274,
680,21434,楊桃,蠔油牛肉煲飯(1),https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,12,7,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1242,
681,21815,楊桃,匈牙利牛肉燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk34-041a_1.jpg,,,0,12,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-344,
682,21852,楊桃,牛丼,https://d3l76hx23vw40a.cloudfront.net/recipe/bk35-010_1.jpg,,,0,6,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-360,
683,21937,楊桃,韓式辣味拌飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk44-027_1.jpg,,,0,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-394,
684,22019,楊桃,鐵板燒餐盒,https://d3l76hx23vw40a.cloudfront.net/recipe/box-091_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-138,
685,22081,楊桃,青蔥牛排,https://d3l76hx23vw40a.cloudfront.net/recipe/bk30-019e_1.jpg,,,1,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-271,
686,22100,楊桃,涮牛肉箱壽司,https://d3l76hx23vw40a.cloudfront.net/recipe/bk30-039b_1.jpg,,,0,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-301,
687,22117,楊桃,牛蒡肉絲飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk14-121b_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-193,
688,22138,楊桃,沙嗲餐盒,https://d3l76hx23vw40a.cloudfront.net/recipe/box-095_1.jpg,,,0,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-139,
689,24758,楊桃,奶油蘑菇醬,https://d3l76hx23vw40a.cloudfront.net/recipe/whk31-074b_1.jpg,,,0,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I03-340,
690,25090,楊桃,牛肉派,https://d3l76hx23vw40a.cloudfront.net/recipe/bake-085_1.jpg,,,0,13,7,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-219,
691,25098,楊桃,黑胡椒醬,https://d3l76hx23vw40a.cloudfront.net/recipe/whk31-074a_1.jpg,,,0,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I03-339,
692,25276,楊桃,海陸方形披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/bk44-045a_1.jpg,,,0,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-282,
693,25586,楊桃,焗烤法式麵包,https://d3l76hx23vw40a.cloudfront.net/recipe/whk36-057c_1.jpg,,,0,4,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-522,
694,25713,楊桃,潛艇堡餐盒,https://d3l76hx23vw40a.cloudfront.net/recipe/box-105_1.jpg,,,0,9,1,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-063,
695,25984,楊桃,紅酒菲力牛排調味汁,https://d3l76hx23vw40a.cloudfront.net/recipe/sk03-075a_1.jpg,,,0,7,1,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I03-0983,
696,26014,楊桃,奇異果牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/whk31-116_1.jpg,,,0,13,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-428,
697,26090,楊桃,漢堡餐盒,https://d3l76hx23vw40a.cloudfront.net/recipe/box-082_1.jpg,,,0,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-058,
698,26275,楊桃,牛角可頌餐盒,https://d3l76hx23vw40a.cloudfront.net/recipe/box-094_1.jpg,,,0,8,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-060,
699,26278,楊桃,紅酒燉牛肉調味汁,https://d3l76hx23vw40a.cloudfront.net/recipe/sk03-078a_1.jpg,,,0,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I03-0985,
700,27083,楊桃,韓風韓式拌飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk20-088a_1.jpg,,,0,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-141,
701,27311,楊桃,滑蛋肉片丼,https://d3l76hx23vw40a.cloudfront.net/recipe/whk116-080a_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3787,
702,27340,楊桃,酒釀蒸蝦蠔油牛肉便當,https://d3l76hx23vw40a.cloudfront.net/recipe/whk123-067_1.jpg,,,0,17,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-1271,
